Record Length,2.500000e+03,,  -0.043600000000,   0.60928,
Sample Interval,4.000000e-05,,  -0.043560000000,   0.53760,
Trigger Point,1.090000000000e+03,,  -0.043520000000,   0.37632,
,,,  -0.043480000000,   0.16128,
,,,  -0.043440000000,  -0.05376,
,,,  -0.043400000000,  -0.27776,
Source,CH1,,  -0.043360000000,  -0.48384,
Vertical Units,V,,  -0.043320000000,  -0.61824,
Vertical Scale,2.240000e-01,,  -0.043280000000,  -0.73472,
Vertical Offset,0.000000e+00,,  -0.043240000000,  -0.75264,
Horizontal Units,s,,  -0.043200000000,  -0.69888,
Horizontal Scale,1.000000e-02,,  -0.043160000000,  -0.60032,
Pt Fmt,Y,,  -0.043120000000,  -0.43008,
Yzero,0.000000e+00,,  -0.043080000000,  -0.24192,
Probe Atten,1.000000e+00,,  -0.043040000000,  -0.06272,
Model Number,TDS2014C,,  -0.043000000000,   0.08064,
Serial Number,C013081,,  -0.042960000000,   0.23296,
Firmware Version,FV:v24.15,,  -0.042920000000,   0.27776,
,,,-00.042880000000,   0.31360,
,,,-00.042840000000,   0.26880,
,,,-00.042800000000,   0.19712,
,,,-00.042760000000,   0.08064,
,,,-00.042720000000,  -0.02688,
,,,-00.042680000000,  -0.14336,
,,,-00.042640000000,  -0.20608,
,,,-00.042600000000,  -0.21504,
,,,-00.042560000000,  -0.16128,
,,,-00.042520000000,  -0.04480,
,,,-00.042480000000,   0.08960,
,,,-00.042440000000,   0.25984,
,,,-00.042400000000,   0.43008,
,,,-00.042360000000,   0.56448,
,,,-00.042320000000,   0.67200,
,,,-00.042280000000,   0.71680,
,,,-00.042240000000,   0.70784,
,,,-00.042200000000,   0.60928,
,,,-00.042160000000,   0.44800,
,,,-00.042120000000,   0.26880,
,,,-00.042080000000,   0.03584,
,,,-00.042040000000,  -0.21504,
,,,-00.042000000000,  -0.40320,
,,,-00.041960000000,  -0.58240,
,,,-00.041920000000,  -0.65408,
,,,-00.041880000000,  -0.67200,
,,,-00.041840000000,  -0.65408,
,,,-00.041800000000,  -0.55552,
,,,-00.041760000000,  -0.43008,
,,,-00.041720000000,  -0.25984,
,,,-00.041680000000,  -0.09856,
,,,-00.041640000000,   0.04480,
,,,-00.041600000000,   0.15232,
,,,-00.041560000000,   0.21504,
,,,-00.041520000000,   0.20608,
,,,-00.041480000000,   0.16128,
,,,-00.041440000000,   0.07168,
,,,-00.041400000000,  -0.03584,
,,,-00.041360000000,  -0.16128,
,,,-00.041320000000,  -0.23296,
,,,-00.041280000000,  -0.27776,
,,,-00.041240000000,  -0.25984,
,,,-00.041200000000,  -0.17920,
,,,-00.041160000000,  -0.09856,
,,,-00.041120000000,   0.06272,
,,,-00.041080000000,   0.24192,
,,,-00.041040000000,   0.42112,
,,,-00.041000000000,   0.58240,
,,,-00.040960000000,   0.71680,
,,,-00.040920000000,   0.77952,
,,,-00.040880000000,   0.77952,
,,,-00.040840000000,   0.68992,
,,,-00.040800000000,   0.53760,
,,,-00.040760000000,   0.34944,
,,,-00.040720000000,   0.13440,
,,,-00.040680000000,  -0.09856,
,,,-00.040640000000,  -0.30464,
,,,-00.040600000000,  -0.48384,
,,,-00.040560000000,  -0.58240,
,,,-00.040520000000,  -0.63616,
,,,-00.040480000000,  -0.60032,
,,,-00.040440000000,  -0.50176,
,,,-00.040400000000,  -0.38528,
,,,-00.040360000000,  -0.23296,
,,,-00.040320000000,  -0.07168,
,,,-00.040280000000,   0.03584,
,,,-00.040240000000,   0.11648,
,,,-00.040200000000,   0.16128,
,,,-00.040160000000,   0.12544,
,,,-00.040120000000,   0.07168,
,,,-00.040080000000,  -0.00896,
,,,-00.040040000000,  -0.16128,
,,,-00.040000000000,  -0.25984,
,,,-00.039960000000,  -0.36736,
,,,-00.039920000000,  -0.39424,
,,,-00.039880000000,  -0.36736,
,,,-00.039840000000,  -0.28672,
,,,-00.039800000000,  -0.17024,
,,,-00.039760000000,   0.02688,
,,,-00.039720000000,   0.21504,
,,,-00.039680000000,   0.42112,
,,,-00.039640000000,   0.60032,
,,,-00.039600000000,   0.72576,
,,,-00.039560000000,   0.80640,
,,,-00.039520000000,   0.78848,
,,,-00.039480000000,   0.73472,
,,,-00.039440000000,   0.59136,
,,,-00.039400000000,   0.41216,
,,,-00.039360000000,   0.20608,
,,,-00.039320000000,  -0.00896,
,,,-00.039280000000,  -0.23296,
,,,-00.039240000000,  -0.35840,
,,,-00.039200000000,  -0.47488,
,,,-00.039160000000,  -0.50176,
,,,-00.039120000000,  -0.48384,
,,,-00.039080000000,  -0.43904,
,,,-00.039040000000,  -0.32256,
,,,-00.039000000000,  -0.19712,
,,,-00.038960000000,  -0.07168,
,,,-00.038920000000,   0.03584,
,,,-00.038880000000,   0.11648,
,,,-00.038840000000,   0.12544,
,,,-00.038800000000,   0.09856,
,,,-00.038760000000,   0.00896,
,,,-00.038720000000,  -0.12544,
,,,-00.038680000000,  -0.24192,
,,,-00.038640000000,  -0.36736,
,,,-00.038600000000,  -0.43008,
,,,-00.038560000000,  -0.49280,
,,,-00.038520000000,  -0.46592,
,,,-00.038480000000,  -0.40320,
,,,-00.038440000000,  -0.25984,
,,,-00.038400000000,  -0.08960,
,,,-00.038360000000,   0.14336,
,,,-00.038320000000,   0.36736,
,,,-00.038280000000,   0.55552,
,,,-00.038240000000,   0.70784,
,,,-00.038200000000,   0.78848,
,,,-00.038160000000,   0.83328,
,,,-00.038120000000,   0.75264,
,,,-00.038080000000,   0.61824,
,,,-00.038040000000,   0.44800,
,,,-00.038000000000,   0.27776,
,,,-00.037960000000,   0.06272,
,,,-00.037920000000,  -0.13440,
,,,-00.037880000000,  -0.27776,
,,,-00.037840000000,  -0.38528,
,,,-00.037800000000,  -0.40320,
,,,-00.037760000000,  -0.40320,
,,,-00.037720000000,  -0.31360,
,,,-00.037680000000,  -0.21504,
,,,-00.037640000000,  -0.09856,
,,,-00.037600000000,   0.02688,
,,,-00.037560000000,   0.09856,
,,,-00.037520000000,   0.15232,
,,,-00.037480000000,   0.10752,
,,,-00.037440000000,   0.06272,
,,,-00.037400000000,  -0.06272,
,,,-00.037360000000,  -0.17024,
,,,-00.037320000000,  -0.31360,
,,,-00.037280000000,  -0.45696,
,,,-00.037240000000,  -0.55552,
,,,-00.037200000000,  -0.60928,
,,,-00.037160000000,  -0.57344,
,,,-00.037120000000,  -0.45696,
,,,-00.037080000000,  -0.34048,
,,,-00.037040000000,  -0.12544,
,,,-00.037000000000,   0.08064,
,,,-00.036960000000,   0.29568,
,,,-00.036920000000,   0.49280,
,,,-00.036880000000,   0.63616,
,,,-00.036840000000,   0.76160,
,,,-00.036800000000,   0.76160,
,,,-00.036760000000,   0.72576,
,,,-00.036720000000,   0.64512,
,,,-00.036680000000,   0.48384,
,,,-00.036640000000,   0.27776,
,,,-00.036600000000,   0.10752,
,,,-00.036560000000,  -0.06272,
,,,-00.036520000000,  -0.21504,
,,,-00.036480000000,  -0.28672,
,,,-00.036440000000,  -0.30464,
,,,-00.036400000000,  -0.27776,
,,,-00.036360000000,  -0.19712,
,,,-00.036320000000,  -0.10752,
,,,-00.036280000000,   0.00000,
,,,-00.036240000000,   0.10752,
,,,-00.036200000000,   0.18816,
,,,-00.036160000000,   0.20608,
,,,-00.036120000000,   0.16128,
,,,-00.036080000000,   0.09856,
,,,-00.036040000000,  -0.03584,
,,,-00.036000000000,  -0.22400,
,,,-00.035960000000,  -0.36736,
,,,-00.035920000000,  -0.48384,
,,,-00.035880000000,  -0.61824,
,,,-00.035840000000,  -0.67200,
,,,-00.035800000000,  -0.67200,
,,,-00.035760000000,  -0.58240,
,,,-00.035720000000,  -0.44800,
,,,-00.035680000000,  -0.27776,
,,,-00.035640000000,  -0.01792,
,,,-00.035600000000,   0.20608,
,,,-00.035560000000,   0.41216,
,,,-00.035520000000,   0.61824,
,,,-00.035480000000,   0.69888,
,,,-00.035440000000,   0.72576,
,,,-00.035400000000,   0.68992,
,,,-00.035360000000,   0.60928,
,,,-00.035320000000,   0.45696,
,,,-00.035280000000,   0.28672,
,,,-00.035240000000,   0.14336,
,,,-00.035200000000,  -0.01792,
,,,-00.035160000000,  -0.13440,
,,,-00.035120000000,  -0.19712,
,,,-00.035080000000,  -0.21504,
,,,-00.035040000000,  -0.17024,
,,,-00.035000000000,  -0.08064,
,,,-00.034960000000,   0.02688,
,,,-00.034920000000,   0.12544,
,,,-00.034880000000,   0.22400,
,,,-00.034840000000,   0.26880,
,,,-00.034800000000,   0.30464,
,,,-00.034760000000,   0.21504,
,,,-00.034720000000,   0.14336,
,,,-00.034680000000,  -0.00896,
,,,-00.034640000000,  -0.20608,
,,,-00.034600000000,  -0.41216,
,,,-00.034560000000,  -0.58240,
,,,-00.034520000000,  -0.68992,
,,,-00.034480000000,  -0.74368,
,,,-00.034440000000,  -0.72576,
,,,-00.034400000000,  -0.65408,
,,,-00.034360000000,  -0.50176,
,,,-00.034320000000,  -0.29568,
,,,-00.034280000000,  -0.09856,
,,,-00.034240000000,   0.12544,
,,,-00.034200000000,   0.29568,
,,,-00.034160000000,   0.45696,
,,,-00.034120000000,   0.57344,
,,,-00.034080000000,   0.61824,
,,,-00.034040000000,   0.63616,
,,,-00.034000000000,   0.58240,
,,,-00.033960000000,   0.46592,
,,,-00.033920000000,   0.30464,
,,,-00.033880000000,   0.12544,
,,,-00.033840000000,  -0.02688,
,,,-00.033800000000,  -0.12544,
,,,-00.033760000000,  -0.16128,
,,,-00.033720000000,  -0.14336,
,,,-00.033680000000,  -0.06272,
,,,-00.033640000000,   0.01792,
,,,-00.033600000000,   0.12544,
,,,-00.033560000000,   0.25088,
,,,-00.033520000000,   0.31360,
